City,State,District
Tetri Bazar,Uttar Pradesh,Siddharthnagar
Tezpur,Assam,Sonitpur
Tezu,Arunachal Pradesh,Lohit
Thadikombu,Tamil Nadu,Dindigul
Thaikkad,Kerala,Thrissur
Thakkolam,Tamil Nadu,Vellore
Thakurdwara,Uttar Pradesh,Moradabad
Thakurganj,Bihar,Kishanganj
Thalainayar,Tamil Nadu,Nagapattinam
Thalakudi,Tamil Nadu,Kanniyakumari
Thalassery,Kerala,Kannur
Thaltej,Gujarat,Ahmadabad
Thamaraikulam,Tamil Nadu,Theni
Thammampatti,Tamil Nadu,Salem
Thana Bhawan,Uttar Pradesh,Muzaffarnagar
Thanamandi,Jammu & Kashmir,Rajauri
Thandla,Madhya Pradesh,Jhabua
Thane,Maharashtra,Thane
Thanesar,Haryana,Kurukshetra
Thangadh,Gujarat,Surendranagar
Thanjavur,Tamil Nadu,Thanjavur
Thanthoni,Tamil Nadu,Kapur
Tharad,Gujarat,Banas Kantha
Tharamangalam,Tamil Nadu,Salem
Tharangambadi,Tamil Nadu,Nagapattinam
Thathaiyangarpet,Tamil Nadu,Tiruchirappalli
Thedavur,Tamil Nadu,Salem
Thenambakkam,Tamil Nadu,Kancheepuram
Thengampudur,Tamil Nadu,Kanniyakumari
Theni Allinagaram,Tamil Nadu,Theni
Thenkarai,Tamil Nadu,Coimbatore
Thenkarai,Tamil Nadu,Theni
Thenthamaraikulam,Tamil Nadu,Kanniyakumari
Thenthiruperai,Tamil Nadu,Toothukudi
Thenzawl,Mizoram,Serchhip
Theog,Himachal Pradesh,Shimla
Thesur,Tamil Nadu,Kanniyakumari
Thevaram,Tamil Nadu,Theni
Thevur,Tamil Nadu,Salem
Thiagadurgam,Tamil Nadu,Viluppuram
Thingalnagar,Tamil Nadu,Kanniyakumari
Thiriya Nizamat Khan,Uttar Pradesh,Bareilly
Thirukarungudi,Tamil Nadu,Tirunelveli
Thirukattupalli,Tamil Nadu,Thanjavur
Thirumalayampalayam,Tamil Nadu,Coimbatore
Thirumangalam,Tamil Nadu,Madurai
Thirumazhisai,Tamil Nadu,Thiruvallur
Thirunagar,Tamil Nadu,Madurai
Thirunageswaram,Tamil Nadu,Thanjavur
Thiruneermalai,Tamil Nadu,Kancheepuram
Thirunindravur,Tamil Nadu,Thiruvallur
Thiruparankundram,Tamil Nadu,Madurai
Thiruparappu,Tamil Nadu,Kanniyakumari
Thiruporur,Tamil Nadu,Kancheepuram
Thiruppanandal,Tamil Nadu,Thanjavur
Thirupuvanam,Tamil Nadu,Thanjavur
Thirupuvanam,Tamil Nadu,Sivaganga
Thiruthangal,Tamil Nadu,Virudhunagar
Thiruthuraipoondi,Tamil Nadu,Thiruvarur
Thiruvaiyaru,Tamil Nadu,Thanjavur
Thiruvalam,Tamil Nadu,Vellore
Thiruvalla,Kerala,Pathanamthitta
Thiruvallur,Tamil Nadu,Thiruvallur
Thiruvankulam,Kerala,Ernakulam
Thiruvarur,Tamil Nadu,Thiruvarur
Thiruvattaru,Tamil Nadu,Kanniyakumari
Thiruvenkatam,Tamil Nadu,Tirunelveli
Thiruvennainallur,Tamil Nadu,Viluppuram
Thiruverumbur,Tamil Nadu,Tiruchirappalli
Thiruvidaimarudur,Tamil Nadu,Thanjavur
Thiruvithankodu,Tamil Nadu,Kanniyakumari
Thisayanvilai,Tamil Nadu,Tirunelveli
Thittacheri,Tamil Nadu,Nagapattinam
Thodupuzha,Kerala,Idukki
Thokur-62,Karnataka,Dakshina Kannada
Thondamuthur,Tamil Nadu,Coimbatore
Thondi,Tamil Nadu,Ramanathapuram
Thongkhong Laxmi Bazar,Manipur,Imphal West
Thoothukkudi,Tamil Nadu,Toothukudi
Thorapadi,Tamil Nadu,Vellore
Thorapadi,Tamil Nadu,Cuddalore
Thottada,Kerala,Kannur
Thottipalayam,Tamil Nadu,Coimbatore
Thottiyam,Tamil Nadu,Tiruchirappalli
Thoubal,Manipur,Thoubal
Thrippunithura,Kerala,Ernakulam
Thrissur,Kerala,Thrissur
Thudiyalur,Tamil Nadu,Coimbatore
Thumbe,Karnataka,Dakshina Kannada
Thuraiyur,Tamil Nadu,Tiruchirappalli
Thuthipattu,Tamil Nadu,Vellore
Thuvakudi,Tamil Nadu,Tiruchirappalli
Tigri,Delhi *,South
Tihu,Assam,Nalbari
Tijara,Rajasthan,Alwar
Tikait Nagar,Uttar Pradesh,Barabanki
Tikamgarh,Madhya Pradesh,Tikamgarh
Tikri,Uttar Pradesh,Baghpat
Tilda Newra,Chhattisgarh,Raipur
Tilhar,Uttar Pradesh,Shahjahanpur
Tilpat,Haryana,Faridabad
Timarni,Madhya Pradesh,Harda
Timiri,Tamil Nadu,Vellore
Tindivanam,Tamil Nadu,Viluppuram
Tindwari,Uttar Pradesh,Banda
Tinsukia,Assam,Tinsukia
Tiptur,Karnataka,Tumkur
Tira Sujanpur,Himachal Pradesh,Hamirpur
Tirodi,Madhya Pradesh,Balaghat
Tirora,Maharashtra,Gondiya
Tirthahalli,Karnataka,Shimoga
Tiruchanur,Andhra Pradesh,Chittoor
Tiruchendur,Tamil Nadu,Toothukudi
Tiruchengode,Tamil Nadu,Namakkal
Tiruchirappalli,Tamil Nadu,Tiruchirappalli
Tirukalukundram,Tamil Nadu,Kancheepuram
Tirukkoyilur,Tamil Nadu,Viluppuram
Tirumakudal-Narsipur,Karnataka,Mysore
Tirumala,Andhra Pradesh,Chittoor
Tirunelveli,Tamil Nadu,Tirunelveli
Tirupathur,Tamil Nadu,Vellore
Tirupathur,Tamil Nadu,Sivaganga
Tirupati,Andhra Pradesh,Chittoor
Tirupati (NMA),Andhra Pradesh,Chittoor
Tiruppur,Tamil Nadu,Coimbatore
Tirur,Kerala,Malappuram
Tirusulam,Tamil Nadu,Kancheepuram
Tiruttani,Tamil Nadu,Thiruvallur
Tiruvannamalai,Tamil Nadu,Tiruvanamalai
Tiruverkadu,Tamil Nadu,Thiruvallur
Tiruvethipuram,Tamil Nadu,Tiruvanamalai
Tiruvottiyur,Tamil Nadu,Thiruvallur
Tirwaganj,Uttar Pradesh,Kannauj
Tisra,Jharkhand,Dhanbad
Titabor Town,Assam,Jorhat
Titagarh,West Bengal,North Twentyfour Parganas
Titlagarh,Orissa,Balangir
Titron,Uttar Pradesh,Saharanpur
Tittakudi,Tamil Nadu,Cuddalore
Tlabung,Mizoram,Lunglei
TNPL Pugalur,Tamil Nadu,Kapur
Todabhim,Rajasthan,Karauli
Todaraisingh,Rajasthan,Tonk
Todra,Rajasthan,Sawai Madhopur
Tohana,Haryana,Fatehabad
Tondi Fatehpur,Uttar Pradesh,Jhansi
Tonk,Rajasthan,Tonk
Topa,Jharkhand,Hazaribag
Topchanchi,Jharkhand,Dhanbad
Torban (Khetri Leikai),Manipur,Imphal East
Tosham,Haryana,Bhiwani
Totaladoh,Maharashtra,Nagpur
Tral,Jammu & Kashmir,Pulwama
Trimbak,Maharashtra,Nashik
Trivandrum,Kerala,Thiruvananthapuram
Tuensang,Nagaland,Tuensang
Tufanganj,West Bengal,Koch Bihar
Tuljapur,Maharashtra,Osmanabad
Tulsipur,Uttar Pradesh,Balrampur
Tumkur,Karnataka,Tumkur
Tumsar,Maharashtra,Bhandara
Tundla,Uttar Pradesh,Firozabad
Tundla Kham,Uttar Pradesh,Firozabad
Tundla Rly. Colony,Uttar Pradesh,Firozabad
Tuni,Andhra Pradesh,East Godavari
Tura,Meghalaya,West Garo Hills
Turuvekere,Karnataka,Tumkur
Uchana,Haryana,Jind
Uchgaon,Maharashtra,Kolhapur
Udaipur,Tripura,South Tripura
Udaipur,Rajasthan,Udaipur
Udaipura,Madhya Pradesh,Raisen
Udaipurwati,Rajasthan,Jhunjhunun
Udala,Orissa,Mayurbhanj
Udalguri,Assam,Darrang
Udangudi,Tamil Nadu,Toothukudi
Udayarpalayam,Tamil Nadu,Ariyalur
Udgir,Maharashtra,Latur
Udhagamandalam,Tamil Nadu,The Nilgiris
Udhampur,Jammu & Kashmir,Udhampur
Udma,Kerala,Kasaragod
Udpura,Rajasthan,Kota
Udumalaipettai,Tamil Nadu,Coimbatore
Udupi,Karnataka,Udupi
Ugu,Uttar Pradesh,Unnao
Ujhani,Uttar Pradesh,Budaun
Ujhari,Uttar Pradesh,Jyotiba Phule Nagar
Ujjain,Madhya Pradesh,Ujjain
Ukai,Gujarat,Surat
Ukhra,West Bengal,Barddhaman
Uklanamandi,Haryana,Hisar
Ukwa,Madhya Pradesh,Balaghat
Ulhasnagar,Maharashtra,Thane
Ullal,Karnataka,Dakshina Kannada
Ullur,Tamil Nadu,Thanjavur
Uluberia,West Bengal,Haora
Ulundurpettai,Tamil Nadu,Viluppuram
Umarga,Maharashtra,Osmanabad
Umaria,Madhya Pradesh,Umaria
Umarkhed,Maharashtra,Yavatmal
Umarkote,Orissa,Nabarangapur
Umarsara,Maharashtra,Yavatmal
Umbar Pada Nandade,Maharashtra,Thane
Umbergaon,Gujarat,Valsad
Umbergaon INA,Gujarat,Valsad
Umrangso,Assam,North Cachar Hills
Umred,Maharashtra,Nagpur
Umreth,Gujarat,Anand
Umri,Uttar Pradesh,Jalaun
Umri Kalan,Uttar Pradesh,Moradabad
Umri Pragane Balapur,Maharashtra,Akola
Un,Uttar Pradesh,Muzaffarnagar
Un,Gujarat,Surat
Una,Himachal Pradesh,Una
Una,Gujarat,Junagadh
Uncha Siwana,Haryana,Karnal
Unchahar,Uttar Pradesh,Rae Bareli
Unchehara,Madhya Pradesh,Satna
Unhel,Madhya Pradesh,Ujjain
Uniara,Rajasthan,Tonk
Unjalaur,Tamil Nadu,Erode
Unjha,Gujarat,Mahesana
Unnamalaikadai,Tamil Nadu,Kanniyakumari
Unnao,Uttar Pradesh,Unnao
Upleta,Gujarat,Rajkot
Uppal Kalan,Andhra Pradesh,Rangareddi
Upper Sileru Project Site Camp,Andhra Pradesh,Visakhapatnam
Upper Tadong,Sikkim,East
Uppidamangalam,Tamil Nadu,Kapur
Uppiliapuram,Tamil Nadu,Tiruchirappalli
Uran,Maharashtra,Raigarh
Uran Islampur,Maharashtra,Sangli
Urapakkam,Tamil Nadu,Kancheepuram
Uravakonda,Andhra Pradesh,Anantapur
Uri,Jammu & Kashmir,Baramula
Urla,Chhattisgarh,Raipur
Urmar Tanda,Punjab,Hoshiarpur
Usawan,Uttar Pradesh,Budaun
Usehat,Uttar Pradesh,Budaun
Usilampatti,Tamil Nadu,Madurai
Utekhol,Maharashtra,Raigarh
Uthamapalayam,Tamil Nadu,Theni
Uthangarai,Tamil Nadu,Dharmapuri
Uthayendram,Tamil Nadu,Vellore
Uthiramerur,Tamil Nadu,Kancheepuram
Uthukkottai,Tamil Nadu,Thiruvallur
Uthukuli,Tamil Nadu,Erode
Utran,Gujarat,Surat
Utraula,Uttar Pradesh,Balrampur
Uttar Bagdogra,West Bengal,Darjiling
Uttar Durgapur,West Bengal,South Twentyfour Parganas
Uttar Goara,West Bengal,Barddhaman
Uttar Kalas,West Bengal,South Twentyfour Parganas
Uttar Kamakhyaguri,West Bengal,Jalpaiguri
Uttar Krishnapur Part-I,Assam,Cachar
Uttar Latabari,West Bengal,Jalpaiguri
Uttar Mahammadpur,West Bengal,Murshidabad
Uttar Pirpur,West Bengal,Haora
Uttar Raypur,West Bengal,South Twentyfour Parganas
Uttarahalli,Karnataka,Bangalore
Uttarkashi,Uttaranchal,Uttarkashi
Uttarpara Kotrung,West Bengal,Hugli
V. Pudur,Tamil Nadu,Toothukudi
Vada,Maharashtra,Thane
Vadakara,Kerala,Kozhikode
Vadakarai Keezhpadugai,Tamil Nadu,Tirunelveli
Vadakkanandal,Tamil Nadu,Viluppuram
Vadakkuvalliyur,Tamil Nadu,Tirunelveli
Vadalur,Tamil Nadu,Cuddalore
Vadamadurai,Tamil Nadu,Dindigul
Vadavalli,Tamil Nadu,Coimbatore
Vadgaon,Maharashtra,Pune
Vadgaon Kasba,Maharashtra,Kolhapur
Vadia,Gujarat,Narmada
Vadipatti,Tamil Nadu,Madurai
Vadnagar,Gujarat,Mahesana
Vadodara,Gujarat,Vadodara
Vadugapatti,Tamil Nadu,Erode
Vadugapatti,Tamil Nadu,Theni
Vaghodia INA,Gujarat,Vadodara
Vaijapur,Maharashtra,Aurangabad
Vaikom,Kerala,Kottayam
Vairengte,Mizoram,Kolasib
Vaitheeswarankoil,Tamil Nadu,Nagapattinam
Valangaiman,Tamil Nadu,Thiruvarur
Valapattanam,Kerala,Kannur
Valasaravakkam,Tamil Nadu,Thiruvallur
Valavanur,Tamil Nadu,Viluppuram
Vallabh Vidhyanagar,Gujarat,Anand
Vallachira,Kerala,Thrissur
Vallam,Tamil Nadu,Thanjavur
Valparai,Tamil Nadu,Coimbatore
Valpoi,Goa,North Goa
Valsad,Gujarat,Valsad
Valsad INA,Gujarat,Valsad
Valvaithankoshtam,Tamil Nadu,Kanniyakumari
Vanasthali,Rajasthan,Tonk
Vanavasi,Tamil Nadu,Salem
Vandalur,Tamil Nadu,Kancheepuram
Vandavasi,Tamil Nadu,Tiruvanamalai
Vandiyur,Tamil Nadu,Madurai
Vaniputhur,Tamil Nadu,Erode
Vaniyambadi,Tamil Nadu,Vellore
Vanthali,Gujarat,Junagadh
Vanvadi (Sadashivgad),Maharashtra,Satara
Vaparala,Andhra Pradesh,Cuddapah
Vapi,Gujarat,Valsad
Vapi INA,Gujarat,Valsad
Varadarajanpettai,Tamil Nadu,Ariyalur
Varam,Kerala,Kannur
Varanasi,Uttar Pradesh,Varanasi
Varanasi,Uttar Pradesh,Varanasi
Varappuzha,Kerala,Ernakulam
Varca,Goa,South Goa
Varkala,Kerala,Thiruvananthapuram
Vartej,Gujarat,Bhavnagar
Vasai,Maharashtra,Thane
Vasantnagar,Maharashtra,Yavatmal
Vashind,Maharashtra,Thane
Vasna Borsad INA,Gujarat,Anand
Vastral,Gujarat,Ahmadabad
Vastrapur,Gujarat,Ahmadabad
Vasudevanallur,Tamil Nadu,Tirunelveli
Vathirairuppu,Tamil Nadu,Virudhunagar
Vazhakkala,Kerala,Ernakulam
Vazhapadi,Tamil Nadu,Salem
Vedapatti,Tamil Nadu,Coimbatore
Vedaranyam,Tamil Nadu,Nagapattinam
Vedasandur,Tamil Nadu,Dindigul
Veeraganur,Tamil Nadu,Salem
Veerakeralam,Tamil Nadu,Coimbatore
Veerakkalpudur,Tamil Nadu,Salem
Veerapandi,Tamil Nadu,Coimbatore
Veerapandi,Tamil Nadu,Coimbatore
Veerapandi,Tamil Nadu,Theni
Veerappanchatram,Tamil Nadu,Erode
Veeravanallur,Tamil Nadu,Tirunelveli
Veerbhadra,Uttaranchal,Dehradun
Vehicle Fac. Jabalpur,Madhya Pradesh,Jabalpur
Vejalpur,Gujarat,Ahmadabad
Velampalayam,Tamil Nadu,Coimbatore
Velankanni,Tamil Nadu,Nagapattinam
Vellakinar,Tamil Nadu,Coimbatore
Vellakoil,Tamil Nadu,Erode
Vellalur,Tamil Nadu,Coimbatore
Vellimalai,Tamil Nadu,Kanniyakumari
Vellore,Tamil Nadu,Vellore
Vellottamparappu,Tamil Nadu,Erode
Velur,Tamil Nadu,Namakkal
Vengampudur,Tamil Nadu,Erode
Vengathur,Tamil Nadu,Thiruvallur
Vengurla,Maharashtra,Sindhudurg
Venkarai,Tamil Nadu,Namakkal
Venkatagiri,Andhra Pradesh,Nellore
Venkatapura,Karnataka,Uttara Kannada
Venmanad,Kerala,Thrissur
Vennanthur,Tamil Nadu,Namakkal
Vepagunta,Andhra Pradesh,Visakhapatnam
Veppathur,Tamil Nadu,Thanjavur
Veraval,Gujarat,Junagadh
Verkilambi,Tamil Nadu,Kanniyakumari
Vetapalem,Andhra Pradesh,Prakasam
Vettaikaranpudur,Tamil Nadu,Coimbatore
Vettavalam,Tamil Nadu,Tiruvanamalai
Vicarabad,Andhra Pradesh,Rangareddi
Vidisha,Madhya Pradesh,Vidisha
Vidyavihar,Rajasthan,Jhunjhunun
Vijaigarh,Uttar Pradesh,Aligarh
Vijainagar,Rajasthan,Ganganagar
Vijainagar,Rajasthan,Ajmer
Vijalpor,Gujarat,Navsari
Vijapur,Gujarat,Mahesana
Vijay Pur,Jammu & Kashmir,Jammu
Vijayapura,Karnataka,Bangalore Rural
Vijayapuri,Tamil Nadu,Erode
Vijayapuri (North),Andhra Pradesh,Nalgonda
Vijayawada,Andhra Pradesh,Krishna
Vijayraghavgarh,Madhya Pradesh,Katni
Vikasnagar,Uttaranchal,Dehradun
Vikramasingapuram,Tamil Nadu,Tirunelveli
Vikravandi,Tamil Nadu,Viluppuram
Vilangudi,Tamil Nadu,Madurai
Vilankurichi,Tamil Nadu,Coimbatore
Vilapakkam,Tamil Nadu,Vellore
Vilathikulam,Tamil Nadu,Toothukudi
Vilavur,Tamil Nadu,Kanniyakumari
Villiappally,Kerala,Kozhikode
Villukuri,Tamil Nadu,Kanniyakumari
Viluppuram,Tamil Nadu,Viluppuram
Vinukonda,Andhra Pradesh,Guntur
Virajpet,Karnataka,Kodagu
Viramgam,Gujarat,Ahmadabad
Virar,Maharashtra,Thane
Viratnagar,Rajasthan,Jaipur
Virudhachalam,Tamil Nadu,Cuddalore
Virudhunagar,Tamil Nadu,Virudhunagar
Virupakshipuram,Tamil Nadu,Vellore
Visakhapatnam,Andhra Pradesh,Visakhapatnam
Visavadar,Gujarat,Junagadh
Vishrampur,Chhattisgarh,Surguja
Visnagar,Gujarat,Mahesana
Viswanatham,Tamil Nadu,Virudhunagar
Vita,Maharashtra,Sangli
Vitthal Udyognagar INA,Gujarat,Anand
Vizianagaram,Andhra Pradesh,Vizianagaram
Vrindavan,Uttar Pradesh,Mathura
Vyara,Gujarat,Surat
Wadgaon Road,Maharashtra,Yavatmal
Wadhwan,Gujarat,Surendranagar
Wadi,Karnataka,Gulbarga
Wadi,Maharashtra,Nagpur
Wadi ACC,Karnataka,Gulbarga
Waghapur,Maharashtra,Yavatmal
Wai,Maharashtra,Satara
Wajegaon,Maharashtra,Nanded
Walajabad,Tamil Nadu,Kancheepuram
Walajapet,Tamil Nadu,Vellore
Walani,Maharashtra,Nagpur
Waliv,Maharashtra,Thane
Wanadongri,Maharashtra,Nagpur
Wanaparthi,Andhra Pradesh,Mahbubnagar
Wangjing,Manipur,Thoubal
Wangoi,Manipur,Imphal West
Wani,Maharashtra,Yavatmal
Wankaner,Gujarat,Rajkot
Wara Seoni,Madhya Pradesh,Balaghat
Warangal,Andhra Pradesh,Warangal
Wardha,Maharashtra,Wardha
Warhapur,Uttar Pradesh,Bijnor
Warisaliganj,Bihar,Nawada
Warora,Maharashtra,Chandrapur
Warud,Maharashtra,Amravati
Washim,Maharashtra,Washim
Wazirganj,Uttar Pradesh,Budaun
Weir,Rajasthan,Bharatpur
Wellington,Tamil Nadu,The Nilgiris
Williamnagar,Meghalaya,East Garo Hills
Wokha,Nagaland,Wokha
Yadagirigutta,Andhra Pradesh,Nalgonda
Yadgir,Karnataka,Gulbarga
Yairipok,Manipur,Thoubal
Yamunanagar,Haryana,Yamunanagar
Yanam,Pondicherry *,Yanam
Yavatmal,Maharashtra,Yavatmal
Yawal,Maharashtra,Jalgaon
Yelahanka,Karnataka,Bangalore
Yelandur,Karnataka,Chamarajanagar
Yelbarga,Karnataka,Koppal
Yellandu,Andhra Pradesh,Khammam
Yellapur,Karnataka,Uttara Kannada
Yemmiganur,Andhra Pradesh,Kurnool
Yenagudde,Karnataka,Udupi
Yerkheda,Maharashtra,Nagpur
Yerraguntla,Andhra Pradesh,Cuddapah
Yevla,Maharashtra,Nashik
Yol,Himachal Pradesh,Kangra
Zahirabad,Andhra Pradesh,Medak
Zaidpur,Uttar Pradesh,Barabanki
Zalod,Gujarat,Dohad
Zamania,Uttar Pradesh,Ghazipur
Zamin Uthukuli,Tamil Nadu,Coimbatore
Zawlnuam,Mizoram,Mamit
Ziauddin Pur,Delhi *,North East
Zira,Punjab,Firozpur
Zirakpur,Punjab,Patiala
Ziro,Arunachal Pradesh,Lower Subansiri
Zunheboto,Nagaland,Zunheboto
